no	Lat	Long	Species	Sampling_date	Confirming_date	Subtype	Patho_type	Report_type	Info9	Info10	location3
860b	23.720697	120.2401	土雞	2022-08-30	2022-09-02	H5N2	HPAI	業者主動通報	860	860	Yunlin County
859b	23.843582	120.304833	蛋中雞	2022-07-12	2022-07-15	H5N2	HPAI	業者主動通報	859	859	Changhua County
858b	23.86265	120.28179	蛋中雞	2022-07-10	2022-07-14	H5N2	HPAI	業者主動通報	858	858	Changhua County
857b	23.852695	120.29852	土雞	2022-06-16	2022-06-19	H5N2	HPAI	業者主動通報	857	857	Changhua County
856b	23.937125	121.608815	候(野)鳥	2022-05-24	2022-05-27	H5N1	HPAI	候(野)鳥	856	856	Hualien County
855b	23.43906	120.49476	火雞	2022-04-02	2022-04-04	H5N2	HPAI	業者主動通報	855	855	Chiayi County
854b	23.76262	120.46901	土雞	2022-03-19	2022-03-23	H5N2	HPAI	業者主動通報	854	854	Yunlin County
853b	25.182074	121.45618	土雞	2022-03-05	2022-03-09	H5N2	HPAI	檢舉案	853	853	New Taipei City
852b	25.250698	121.49082	其他	2022-03-04	2022-03-06	H5N2	HPAI	民眾通報	852	852	New Taipei City
850b	23.20929	120.23531	土雞	2022-03-02	2022-03-05	H5N2	HPAI	業者主動通報	850	851	Tainan City
851b	23.737872	120.230006	土雞	2022-03-02	2022-03-05	H5N2	HPAI	業者主動通報	851	850	Yunlin County
849b	22.65026	120.60434	候(野)鳥	2022-02-26	2022-03-05	H5N2	HPAI	候(野)鳥	849	849	Pingtung County
848b	23.85921	120.28434	土雞	2022-02-21	2022-02-24	H5N2	HPAI	業者主動通報	848	848	Changhua County
847b	23.71626	120.244853	土雞	2022-02-19	2022-02-24	H5N2	HPAI	業者主動通報	847	847	Yunlin County
846b	22.60153	120.48428	肉鴨	2022-02-15	2022-02-18	H5N2	HPAI	檢舉案	846	846	Pingtung County
845b	23.694073	120.26656	土雞	2022-02-08	2022-02-12	H5N2	HPAI	業者主動通報	845	845	Yunlin County
844b	23.689476	120.261381	土雞	2022-02-07	2022-02-11	H5N2	HPAI	業者主動通報	844	844	Yunlin County
843b	23.739512	120.239687	土雞	2022-02-05	2022-02-10	H5N2	HPAI	業者主動通報	843	843	Yunlin County
842b	23.66625	120.30976	種鵝	2022-02-02	2022-02-05	H5N2	HPAI	業者主動通報	842	842	Yunlin County
841b	23.678595	120.580366	白肉種雞	2022-01-25	2022-01-28	H5N2	HPAI	業者主動通報	841	841	Yunlin County
840b	23.97657	120.40313	土雞	2022-01-24	2022-01-26	H5N2	HPAI	業者主動通報	840	840	Changhua County
839b	23.654103	120.454558	土種雞	2022-01-21	2022-01-24	H5N2	HPAI	業者主動通報	839	839	Yunlin County
838b	23.863319	120.345549	蛋雞	2022-01-13	2022-01-16	H5N2	HPAI	業者主動通報	838	838	Changhua County
837b	23.637995	120.484689	肉鵝	2022-01-11	2022-01-20	H5N2	HPAI	主動監測	837	837	Yunlin County
836b	23.840771	120.423622	蛋雞	2022-01-07	2022-01-13	H5N2	HPAI	周邊監測	836	836	Changhua County
835b	23.979372	120.384518	蛋中雞	2022-01-04	2022-01-07	H5N2	HPAI	業者主動通報	835	835	Changhua County
833b	23.86303	120.29928	蛋中雞	2021-12-31	2022-01-03	H5N2	HPAI	業者主動通報	833	834	Changhua County
834b	23.987519	120.398715	土雞	2021-12-31	2022-01-03	H5N2	HPAI	業者主動通報	834	833	Changhua County
832b	23.74228333	120.57490556	白肉種雞	2021-12-23	2021-12-26	H5N2	HPAI	業者主動通報	832	832	Yunlin County
831b	23.636938	120.151729	肉鵝	2021-12-16	2021-12-19	H5N5	HPAI	業者主動通報	831	831	Yunlin County
830b	23.009479	120.167448	候(野)鳥	2021-12-15	2021-12-18	H5N1	HPAI	候(野)鳥	830	830	Tainan City
829b	23.81474	120.39459	黑羽土雞	2021-12-14	2021-12-17	H5N2	HPAI	業者主動通報	829	829	Yunlin County
828b	22.8855279	120.194675	候(野)鳥	2021-12-12	2021-12-25	H5N1	HPAI	候(野)鳥	828	828	Kaohsiung City
827b	23.66345	120.169577	種鵝	2021-12-11	2021-12-15	H5N2_H5N5	HPAI	業者主動通報	827	827	Yunlin County
826b	23.7921944	120.70452777	其他	2021-12-09	2021-12-12	H5N2	HPAI	民眾通報	826	826	Nantou County
824b	23.84181	120.39759	蛋雞	2021-12-06	2021-12-10	H5N2	HPAI	業者主動通報	824	825	Changhua County
825b	23.626092	120.312046	種鵝	2021-12-06	2021-12-16	H5N2	HPAI	周邊監測	825	824	Yunlin County
820b	22.8856082	120.1944808	候(野)鳥	2021-12-04	2021-12-31	H5N1	HPAI	候(野)鳥	820	823	Kaohsiung City
821b	22.9547711	120.13516	候(野)鳥	2021-12-04	2021-12-31	H5N1	HPAI	候(野)鳥	821	822	Tainan City
822b	23.0304191	120.1519165	候(野)鳥	2021-12-04	2021-12-31	H5N1	HPAI	候(野)鳥	822	821	Tainan City
823b	23.59649	120.32746	火雞	2021-12-04	2021-12-08	H5N2	HPAI	業者主動通報	823	820	Yunlin County
819b	23.59697	120.31696	珍珠雞	2021-11-29	2021-12-02	H5N2	HPAI	業者主動通報	819	819	Yunlin County
818b	25.118	121.47	候(野)鳥	2021-11-24	2022-01-01	H5N1	HPAI	候(野)鳥	818	818	Taipei City
817b	23.76082	120.41421	肉鵝	2021-11-16	2021-11-21	H5N2	HPAI	主動監測	817	817	Yunlin County
816b	23.680359	120.57911	白肉種雞	2021-09-24	2021-09-27	H5N5	HPAI	業者主動通報	816	816	Yunlin County
815b	23.78536	120.243693	肉鴨	2021-08-16	2021-08-19	H5N5	HPAI	周邊監測	815	815	Yunlin County
814b	23.801583	120.2351431	其他	2021-08-09	2021-08-13	H5N2	HPAI	民眾通報	814	814	Yunlin County
813b	23.69767	120.58481	白肉種雞	2021-07-25	2021-07-29	H5N5	HPAI	業者主動通報	813	813	Yunlin County
812b	23.678595	120.580366	白肉種雞	2021-06-06	2021-06-10	H5N5	HPAI	業者主動通報	812	812	Yunlin County
811b	23.62248	120.22815	種鵝	2021-05-17	2021-05-20	H5N5	HPAI	業者主動通報	811	811	Yunlin County
810b	23.68967	120.27361	黑羽土雞	2021-05-09	2021-05-13	H5N5	HPAI	業者主動通報	810	810	Yunlin County
809b	23.693313	120.245038	種鵝	2021-04-06	2021-04-09	H5N5	HPAI	業者主動通報	809	809	Yunlin County
808b	23.741082	120.242068	肉鵝	2021-03-30	2021-04-02	H5N5	HPAI	業者主動通報	808	808	Yunlin County
807b	23.740297	120.23037	肉鵝	2021-03-18	2021-03-21	H5N5	HPAI	業者主動通報	807	807	Yunlin County
806b	23.741042	120.232727	肉鵝	2021-03-15	2021-03-18	H5N5	HPAI	業者主動通報	806	806	Yunlin County
805b	23.848909	120.334432	其他	2021-02-25	2021-02-28	H5N5	HPAI	民眾通報	805	805	Changhua County
804b	23.78093	120.30799	紅羽土雞	2021-02-09	2021-02-12	H5N5	HPAI	業者主動通報	804	804	Yunlin County
803b	23.86115	120.55782	種鵝	2021-02-04	2021-02-06	H5N5	HPAI	業者主動通報	803	803	Changhua County
802b	22.86326	120.32978	肉鵝	2021-01-21	2021-02-01	H5N2	HPAI	主動監測	802	802	Kaohsiung City
801b	22.7446	120.50783	黑羽土雞	2021-01-15	2021-01-18	H5N5	HPAI	業者主動通報	801	801	Pingtung County
800b	23.5592731	120.4725686	候(野)鳥	2021-01-11	2021-01-14	H5N5	HPAI	候(野)鳥	800	800	Chiayi County
799b	23.715553	120.249739	肉鵝	2020-12-31	2021-01-03	H5N5	HPAI	業者主動通報	799	799	Yunlin County
797b	22.74425	120.51218	肉鴨	2020-12-25	2020-12-31	H5N5	HPAI	主動監測	797	798	Pingtung County
798b	22.79016	120.55576	肉鴨	2020-12-25	2020-12-31	H5N5	HPAI	主動監測	798	797	Pingtung County
796b	23.63244722	120.32169444	肉鵝	2020-12-21	2020-12-24	H5N5	HPAI	業者主動通報	796	796	Yunlin County
795b	23.85099	120.30975	蛋中雞	2020-12-19	2020-12-23	H5N5	HPAI	業者主動通報	795	795	Changhua County
794b	23.495996	120.124266	候(野)鳥	2020-12-15	2020-12-29	H5Nx	HPAI	候(野)鳥	794	794	Chiayi County
793b	22.888063	120.197047	候(野)鳥	2020-12-05	2021-01-08	H5N3_H5N8	HPAI	候(野)鳥	793	793	Kaohsiung City
792b	23.649262	120.336495	肉鵝	2020-11-23	2020-11-26	H5N5	HPAI	業者主動通報	792	792	Yunlin County
791b	23.44354	120.31016	肉鵝	2020-11-22	2020-11-24	H5N5	HPAI	業者主動通報	791	791	Chiayi County
790b	23.537645	120.200729	紅羽土雞	2020-09-11	2020-09-14	H5N5	HPAI	業者主動通報	790	790	Yunlin County
789b	23.68523	120.24889	黑羽土雞	2020-09-05	2020-09-10	H5N5	HPAI	業者主動通報	789	789	Yunlin County
788b	23.72214	120.236463	正番鴨	2020-08-17	2020-08-27	H5N5	HPAI	周邊監測	788	788	Yunlin County
787b	23.68967	120.27361	黑羽土雞	2020-08-15	2020-08-19	H5N5	HPAI	業者主動通報	787	787	Yunlin County
785b	23.70719	120.49166	紅羽土雞	2020-08-08	2020-08-12	H5N2	HPAI	業者主動通報	785	786	Yunlin County
786b	23.688737	120.267855	黑羽土雞	2020-08-08	2020-08-12	H5N5	HPAI	業者主動通報	786	785	Yunlin County
784b	23.863379	120.350614	黑羽土雞	2020-08-06	2020-08-09	H5N5	HPAI	業者主動通報	784	784	Changhua County
783b	22.72833	120.55164	紅羽土雞	2020-08-01	2020-08-05	H5N5	HPAI	業者主動通報	783	783	Pingtung County
782b	23.680359	120.57911	白肉種雞	2020-07-28	2020-07-31	H5N5	HPAI	業者主動通報	782	782	Yunlin County
781b	23.220206	120.234848	皇金雞	2020-07-27	2020-07-30	H5N5	HPAI	業者主動通報	781	781	Tainan City
780b	24.00247	120.39341	肉鵝	2020-07-26	2020-07-30	H5N5	HPAI	業者主動通報	780	780	Changhua County
779b	23.718869	120.235907	皇金雞	2020-07-23	2020-07-27	H5N5	HPAI	業者主動通報	779	779	Yunlin County
778b	23.836218	120.316942	黑羽土雞	2020-06-18	2020-06-21	H5N5	HPAI	業者主動通報	778	778	Changhua County
777b	23.692718	120.281675	黑羽土雞	2020-05-21	2020-05-24	H5N5	HPAI	業者主動通報	777	777	Yunlin County
776b	23.77856	120.2716	紅羽土雞	2020-04-27	2020-04-30	H5N5	HPAI	業者主動通報	776	776	Yunlin County
775b	22.72873	120.58527	黑羽土雞	2020-04-22	2020-04-25	H5N5	HPAI	業者主動通報	775	775	Pingtung County
774b	23.24775	120.24423	蛋雞	2020-04-13	2020-04-16	H5N5	HPAI	業者主動通報	774	774	Tainan City
773b	23.68743611	120.23804167	火雞	2020-04-09	2020-04-12	H5N5	HPAI	業者主動通報	773	773	Yunlin County
771b	23.24318	120.20706	火雞	2020-04-06	2020-04-09	H5N5	HPAI	業者主動通報	771	772	Tainan City
772b	23.24397	120.20752	火雞	2020-04-06	2020-04-09	H5N5	HPAI	業者主動通報	772	771	Tainan City
770b	23.34463	120.32312	肉鵝	2020-03-25	2020-03-28	H5N5	HPAI	業者主動通報	770	770	Tainan City
769b	23.24293	120.20841	火雞	2020-03-20	2020-03-23	H5N5	HPAI	業者主動通報	769	769	Tainan City
768b	23.869261	120.28921	蛋中雞	2020-03-18	2020-03-21	H5N2_H5N5	HPAI	業者主動通報	768	768	Changhua County
766b	22.6105	120.4956666	蛋中雞	2020-03-12	2020-03-15	H5N5	HPAI	業者主動通報	766	767	Pingtung County
767b	23.80595	120.25358	土番鴨	2020-03-12	2020-03-20	H5N5	HPAI	主動監測	767	766	Yunlin County
765b	23.66592222	120.38853056	火雞	2020-03-08	2020-03-12	H5N2	HPAI	業者主動通報	765	765	Yunlin County
764b	23.732281	120.246906	紅羽土雞	2020-03-05	2020-03-08	H5N2	HPAI	業者主動通報	764	764	Yunlin County
763b	23.609361	120.30366	火雞	2020-03-02	2020-03-05	H5N5	HPAI	業者主動通報	763	763	Yunlin County
762b	23.37165833	120.34093333	種鵝	2020-02-26	2020-02-29	H5N2	HPAI	業者主動通報	762	762	Tainan City
759b	23.636938	120.151729	肉鵝	2020-02-24	2020-02-27	H5N2	HPAI	業者主動通報	759	761	Yunlin County
760b	23.7362	120.21845	黑羽土雞	2020-02-24	2020-02-27	H5N5	HPAI	業者主動通報	760	760	Yunlin County
761b	23.68435	120.24967778	皇金雞	2020-02-24	2020-02-27	H5N5	HPAI	業者主動通報	761	759	Yunlin County
757b	23.713343	120.289186	黑羽土雞	2020-02-21	2020-02-24	H5N5	HPAI	業者主動通報	757	758	Yunlin County
758b	22.50542778	120.57200278	土雞混養	2020-02-21	2020-02-24	H5N2	HPAI	業者主動通報	758	757	Pingtung County
756b	23.294921	120.232494	其他	2020-02-15	2020-02-19	H5N5	HPAI	民眾通報	756	756	Tainan City
755b	23.6123	120.192825	黑羽土雞	2020-02-13	2020-02-16	H5N2_H5N5	HPAI	業者主動通報	755	755	Yunlin County
754b	23.852375	120.298385	紅羽土雞	2020-02-12	2020-02-15	H5N2	HPAI	業者主動通報	754	754	Changhua County
753b	23.9945	120.3785	其他	2020-02-07	2020-02-10	H5N2	HPAI	民眾通報	753	753	Changhua County
752b	23.626538	120.532122	烏骨雞	2020-02-06	2020-02-09	H5N2	HPAI	業者主動通報	752	752	Yunlin County
751b	23.689476	120.261381	黑羽土雞	2020-02-04	2020-02-07	H5N2	HPAI	業者主動通報	751	751	Yunlin County
750b	23.689834	120.261344	黑羽土雞	2020-01-30	2020-02-02	H5N2	HPAI	業者主動通報	750	750	Yunlin County
748b	24.015011	120.374771	其他	2020-01-29	2020-02-04	H5N2	HPAI	民眾通報	748	749	Changhua County
749b	22.7425277	120.54186111	黑羽土雞	2020-01-29	2020-01-30	H5N2	HPAI	業者主動通報	749	748	Pingtung County
747b	22.736	120.54086111	紅羽土雞	2020-01-26	2020-01-30	H5N2	HPAI	業者主動通報	747	747	Pingtung County
745b	23.75860556	120.2327777	紅羽土雞	2020-01-23	2020-01-26	H5N2	HPAI	業者主動通報	745	746	Yunlin County
746b	23.677775	120.59645	土雞混養	2020-01-23	2020-01-26	H5N2	HPAI	業者主動通報	746	745	Yunlin County
744b	23.752833	120.218847	紅羽土雞	2020-01-22	2020-01-25	H5N2	HPAI	業者主動通報	744	744	Yunlin County
743b	23.641466	120.465669	紅羽土雞	2020-01-17	2020-01-22	H5N2	HPAI	業者主動通報	743	743	Yunlin County
741b	23.591721	120.254411	火雞	2020-01-14	2020-01-17	H5N2	HPAI	業者主動通報	741	742	Yunlin County
742b	23.743855	120.270901	北京鴨	2020-01-14	2020-01-23	H5N2	HPAI	周邊監測	742	741	Yunlin County
739b	24.393	120.59933056	鬥雞	2020-01-13	2020-01-16	H5N2	HPAI	業者主動通報	739	740	Taichung City
740b	23.8547	120.42009	黑羽土雞	2020-01-13	2020-01-17	H5N2	HPAI	業者主動通報	740	739	Changhua County
738b	23.677501	120.328694	黑羽土雞	2020-01-07	2020-01-10	H5N2	HPAI	業者主動通報	738	738	Yunlin County
737b	23.782676	120.509029	皇金雞	2020-01-04	2020-01-08	H5N2	HPAI	業者主動通報	737	737	Yunlin County
736b	23.766401	120.264221	黑羽土雞	2019-12-31	2020-01-03	H5N5	HPAI	業者主動通報	736	736	Yunlin County
735b	23.648401	120.474342	紅羽土雞	2019-12-28	2020-01-01	H5N2	HPAI	業者主動通報	735	735	Yunlin County
734b	23.08524	120.33243	黑羽土雞	2019-12-26	2019-12-29	H5N5	HPAI	業者主動通報	734	734	Tainan City
733b	23.579715	120.402307	火雞	2019-12-20	2019-12-23	H5N2	HPAI	業者主動通報	733	733	Chiayi County
731b	23.63233	120.20531	土番鴨	2019-12-18	2019-12-26	H5N2	HPAI	主動監測	731	732	Yunlin County
732b	23.724233	120.261032	土番鴨	2019-12-18	2019-12-26	H5Nx	HPAI	主動監測	732	731	Yunlin County
729b	23.21524444	120.19459722	黑羽土雞	2019-12-17	2019-12-20	H5N2	HPAI	業者主動通報	729	730	Tainan City
730b	23.48408056	120.33925833	種鵝	2019-12-17	2019-12-20	H5N2	HPAI	業者主動通報	730	729	Chiayi County
726b	24.178389	120.486722	水陸禽混養	2019-12-16	2019-12-19	H5N2	HPAI	業者主動通報	726	728	Changhua County
727b	23.753332	120.231782	皇金雞	2019-12-16	2019-12-19	H5N2	HPAI	業者主動通報	727	727	Yunlin County
728b	23.750817	120.374588	皇金雞	2019-12-16	2019-12-19	H5N2	HPAI	業者主動通報	728	726	Yunlin County
725b	22.73075	120.53041667	黑羽土雞	2019-12-12	2019-12-15	H5N5	HPAI	業者主動通報	725	725	Pingtung County
724b	23.866331	120.275814	其他	2019-12-09	2019-12-12	H5N2	HPAI	民眾通報	724	724	Changhua County
723b	23.843437	120.304843	黑羽土雞	2019-12-01	2019-12-05	H5N2	HPAI	業者主動通報	723	723	Changhua County
722b	23.69173889	120.23582778	火雞	2019-11-30	2019-12-04	H5N2	HPAI	業者主動通報	722	722	Yunlin County
721b	23.718596	120.254268	正番鴨	2019-11-28	2019-12-06	H5N2	HPAI	周邊監測	721	721	Yunlin County
719b	23.68523	120.24889	黑羽土雞	2019-11-27	2019-11-30	H5N2	HPAI	業者主動通報	719	720	Yunlin County
720b	23.84882778	120.43281944	黑羽土雞	2019-11-27	2019-11-30	H5N2	HPAI	業者主動通報	720	719	Changhua County
718b	23.74280556	120.23361111	土番鴨	2019-11-21	2019-11-30	H5N2	HPAI	周邊監測	718	718	Yunlin County
717b	23.70148	120.259075	正番鴨	2019-11-18	2019-11-21	H5N2	HPAI	業者主動通報	717	717	Yunlin County
716b	23.68966667	120.2737	皇金雞	2019-11-13	2019-11-16	H5N2	HPAI	業者主動通報	716	716	Yunlin County
715b	23.93594	120.34879	北京鴨	2019-11-07	2019-11-11	H5N2	HPAI	主動監測	715	715	Changhua County
714b	23.73745278	120.22894167	紅羽土雞	2019-10-29	2019-11-01	H5N2	HPAI	業者主動通報	714	714	Yunlin County
713b	23.4759	120.27001	紅羽土雞	2019-10-27	2019-10-30	H5Nx	HPAI	業者主動通報	713	713	Chiayi County
712b	23.80236	120.23458	北京鴨	2019-10-23	2019-10-26	H5N2	HPAI	主動監測	712	712	Yunlin County
710b	23.738386	120.216324	紅羽土雞	2019-09-28	2019-10-03	H5N2	HPAI	業者主動通報	710	711	Yunlin County
711b	22.7394444	120.5065555	紅羽土雞	2019-09-28	2019-10-04	H5N5	HPAI	業者主動通報	711	710	Pingtung County
709b	23.729939	120.501697	紅羽土雞	2019-09-18	2019-09-21	H5N2	HPAI	業者主動通報	709	709	Yunlin County
708b	23.870434	120.514235	水陸禽混養	2019-09-17	2019-09-20	H5N2	HPAI	業者主動通報	708	708	Changhua County
707b	23.677665	120.265872	紅羽土雞	2019-09-13	2019-09-16	H5N2	HPAI	業者主動通報	707	707	Yunlin County
704b	23.769576	120.582063	土番鴨	2019-09-09	2019-09-12	H5N2	HPAI	主動監測	704	706	Yunlin County
705b	23.710021	120.251895	正番鴨	2019-09-09	2019-09-12	H5N2	HPAI	主動監測	705	705	Yunlin County
706b	22.942336	120.512779	土番鴨	2019-09-09	2019-09-13	H5N5	HPAI	主動監測	706	704	Kaohsiung City
703b	23.74506389	120.23885833	正番鴨	2019-09-05	2019-09-14	H5N2	HPAI	周邊監測	703	703	Yunlin County
701b	22.60591667	120.51327778	土番鴨	2019-09-04	2019-09-08	H5N2	HPAI	主動監測	701	702	Pingtung County
702b	23.740297	120.23037	土番鴨	2019-09-04	2019-09-08	H5N2	HPAI	主動監測	702	701	Yunlin County
700b	23.81504	120.39092	紅羽土雞	2019-08-31	2019-09-04	H5N2	HPAI	業者主動通報	700	700	Yunlin County
699b	23.59023	120.40844	鵪鶉	2019-08-29	2019-09-01	H5N2	HPAI	業者主動通報	699	699	Chiayi County
698b	23.94201	120.34851	肉鴨	2019-08-23	2019-08-27	H5N2	HPAI	主動監測	698	698	Changhua County
697b	23.758743	120.234085	皇金雞	2019-08-20	2019-08-23	H5N2	HPAI	業者主動通報	697	697	Yunlin County
696b	23.711629	120.293091	皇金雞	2019-08-19	2019-08-22	H5N2	HPAI	業者主動通報	696	696	Yunlin County
695b	23.850747	120.305667	黑羽土雞	2019-08-10	2019-08-13	H5N2	HPAI	業者主動通報	695	695	Changhua County
694b	23.74108	120.23136	肉鵝	2019-08-05	2019-08-17	H5N2	HPAI	周邊監測	694	694	Yunlin County
693b	23.731083	120.237466	黑羽土雞	2019-07-29	2019-08-01	H5N2	HPAI	業者主動通報	693	693	Yunlin County
692b	23.869261	120.28921	蛋中雞	2019-07-22	2019-07-25	H5N2	HPAI	業者主動通報	692	692	Changhua County
691b	23.76601	120.24216	紅羽土雞	2019-07-20	2019-07-24	H5N2	HPAI	業者主動通報	691	691	Yunlin County
689b	23.710572	120.249017	紅羽土雞	2019-07-18	2019-07-21	H5N2	HPAI	業者主動通報	689	690	Yunlin County
690b	23.689834	120.261344	黑羽土雞	2019-07-18	2019-07-21	H5N2	HPAI	業者主動通報	690	689	Yunlin County
688b	23.639212	120.302376	黑羽土雞	2019-07-15	2019-07-18	H5N2	HPAI	業者主動通報	688	688	Yunlin County
687b	23.98599	120.37583	土番鴨	2019-07-12	2019-07-20	H5N2	HPAI	周邊監測	687	687	Changhua County
686b	23.652518	120.255147	火雞	2019-07-04	2019-07-07	H5N2	HPAI	業者主動通報	686	686	Yunlin County
685b	23.836218	120.316942	黑羽土雞	2019-07-01	2019-07-04	H5N2	HPAI	業者主動通報	685	685	Changhua County
684b	23.785295	120.50508	皇金雞	2019-06-28	2019-07-01	H5N2	HPAI	業者主動通報	684	684	Yunlin County
683b	23.85076	120.306669	黑羽土雞	2019-06-26	2019-06-29	H5N2	HPAI	業者主動通報	683	683	Changhua County
680b	23.742488	120.237438	皇金雞	2019-06-24	2019-06-27	H5N2	HPAI	業者主動通報	680	682	Yunlin County
681b	23.84853611	120.29840833	黑羽土雞	2019-06-24	2019-06-27	H5N2	HPAI	業者主動通報	681	681	Changhua County
682b	23.645431	120.343836	肉鵝	2019-06-24	2019-06-28	H5N2	HPAI	檢舉案	682	680	Yunlin County
678b	23.674181	120.236253	土番鴨	2019-06-21	2019-07-05	H5N2	HPAI	周邊監測	678	679	Yunlin County
679b	23.676338	120.240531	土番鴨	2019-06-21	2019-07-06	H5N2	HPAI	主動監測	679	678	Yunlin County
677b	23.990492	120.378555	紅羽土雞	2019-06-18	2019-06-21	H5N2	HPAI	業者主動通報	677	677	Changhua County
676b	23.668553	120.240054	黑羽土雞	2019-06-08	2019-06-13	H5N2	HPAI	業者主動通報	676	676	Yunlin County
675b	23.637128	120.195954	其他	2019-05-27	2019-05-30	H5N2	HPAI	民眾通報	675	675	Yunlin County
674b	23.60533	120.19777	黑羽土雞	2019-05-24	2019-05-27	H5N2	HPAI	業者主動通報	674	674	Yunlin County
673b	23.716737	120.237712	黑羽土雞	2019-05-20	2019-05-23	H5N2	HPAI	業者主動通報	673	673	Yunlin County
672b	23.849417	120.372667	文昌雞	2019-05-17	2019-05-20	H5N2	HPAI	屠宰場回溯	672	672	Changhua County
671b	23.74089167	120.24017222	北京鴨	2019-05-16	2019-05-24	H5N2	HPAI	周邊監測	671	671	Yunlin County
670b	22.43613889	120.55658333	蛋鴨	2019-05-14	2019-05-18	H5N2	HPAI	業者主動通報	670	670	Pingtung County
669b	23.769176	120.273879	紅羽土雞	2019-05-04	2019-05-08	H5N2	HPAI	業者主動通報	669	669	Yunlin County
668b	23.863379	120.350614	土雞混養	2019-04-19	2019-04-24	H5N2	HPAI	業者主動通報	668	668	Changhua County
667b	23.732428	120.258915	肉鵝	2019-04-17	2019-04-27	H5N2	HPAI	主動監測	667	667	Yunlin County
666b	23.692255	120.258276	黑羽土雞	2019-04-12	2019-04-15	H5N2	HPAI	業者主動通報	666	666	Yunlin County
665b	23.692187	120.259622	紅羽土雞	2019-04-02	2019-04-05	H5N2	HPAI	業者主動通報	665	665	Yunlin County
664b	23.735578	120.241605	紅羽土雞	2019-03-26	2019-03-29	H5N2	HPAI	業者主動通報	664	664	Yunlin County
663b	25.117318	121.474572	其他	2019-03-25	2019-03-27	H5N2	HPAI	民眾通報	663	663	Taipei City
661b	25.117318	121.474572	其他	2019-03-22	2019-03-24	H5N2	HPAI	民眾通報	661	662	Taipei City
662b	23.677665	120.265872	紅羽土雞	2019-03-22	2019-03-25	H5N2	HPAI	業者主動通報	662	661	Yunlin County
659b	23.683074	120.263209	土番鴨	2019-03-21	2019-03-29	H5N2	HPAI	周邊監測	659	660	Yunlin County
660b	23.683875	120.263218	土番鴨	2019-03-21	2019-03-29	H5N2	HPAI	周邊監測	660	659	Yunlin County
657b	25.117318	121.474572	其他	2019-03-20	2019-03-22	H5N2	HPAI	民眾通報	657	658	Taipei City
658b	25.117318	121.474572	候(野)鳥	2019-03-20	2019-03-22	H5N2	HPAI	候(野)鳥	658	657	Taipei City
656b	25.117318	121.474572	其他	2019-03-16	2019-03-19	H5N2	HPAI	民眾通報	656	656	Taipei City
655b	23.97414	120.39647	紅羽土雞	2019-03-12	2019-03-15	H5N2	HPAI	業者主動通報	655	655	Changhua County
654b	23.85947	120.29204	黑羽土雞	2019-03-04	2019-03-07	H5N2	HPAI	業者主動通報	654	654	Changhua County
653b	23.739512	120.239687	土雞混養	2019-02-25	2019-02-27	H5N2	HPAI	業者主動通報	653	653	Yunlin County
652b	22.71936111	120.56727778	黑羽土雞	2019-02-21	2019-02-25	H5N2	HPAI	業者主動通報	652	652	Pingtung County
651b	23.707283	120.40456	紅羽土雞	2019-02-19	2019-02-22	H5N2	HPAI	業者主動通報	651	651	Yunlin County
650b	23.852358	120.289689	黑羽土雞	2019-02-13	2019-02-17	H5N2	HPAI	業者主動通報	650	650	Changhua County
649b	23.591721	120.254411	火雞	2019-01-30	2019-02-01	H5N2	HPAI	業者主動通報	649	649	Yunlin County
648b	23.688737	120.267855	皇金雞	2019-01-26	2019-01-29	H5N2	HPAI	業者主動通報	648	648	Yunlin County
647b	24.91308	121.013272	其他	2019-01-23	2019-01-26	H5N2	HPAI	民眾通報	647	647	Hsinchu County
646b	22.83356111	120.48821111	土番鴨	2019-01-14	2019-01-21	H5N2	HPAI	主動監測(強化)	646	646	Pingtung County
645b	23.725714	120.554512	土番鴨	2019-01-09	2019-01-17	H5N2	HPAI	主動監測(強化)	645	645	Yunlin County
644b	23.652518	120.255147	火雞	2018-12-27	2018-12-30	H5N2	HPAI	業者主動通報	644	644	Yunlin County
643b	23.698137	120.237203	正番鴨	2018-12-25	2019-01-06	H5N2	HPAI	周邊監測	643	643	Yunlin County
642b	23.40009	120.50564	其他	2018-12-18	2018-12-21	H5N2	HPAI	民眾通報	642	642	Chiayi County
641b	24.9038	121.1943	肉鵝	2018-12-17	2018-12-19	H5N2	HPAI	業者主動通報	641	641	Taoyuan City
640b	24.113833	120.449778	古早雞	2018-12-06	2018-12-15	H5N2	HPAI	主動監測(強化)	640	640	Changhua County
639b	23.694838	120.246618	土番鴨	2018-11-26	2018-12-08	H5N2	HPAI	周邊監測	639	639	Yunlin County
637b	23.663665	120.323365	肉鵝	2018-11-21	2018-11-24	H5N2	HPAI	檢舉案	637	638	Yunlin County
638b	23.695853	120.245367	土番鴨	2018-11-21	2018-12-08	H5N2	HPAI	周邊監測	638	637	Yunlin County
636b	23.719285	120.235539	正番鴨	2018-11-15	2018-11-24	H5N2	HPAI	周邊監測	636	636	Yunlin County
635b	23.601129	120.271032	火雞	2018-11-07	2018-11-10	H5N2	HPAI	業者主動通報	635	635	Yunlin County
634b	23.609361	120.30366	火雞	2018-10-20	2018-10-24	H5N2	HPAI	業者主動通報	634	634	Yunlin County
